,logFC,AveExpr,t,P.Value,adj.P.Val,B,tag
ENSSSCT00000079941,-0.198840133,5.272107946,-0.372853441,0.714595608,0.892381413,-6.29391446,ns
ENSSSCT00000065960,-0.032619722,4.857834102,-0.07267108,0.943050524,0.981223833,-6.293945933,ns
ENSSSCT00000051793,0.021653357,4.7719945,0.048431398,0.962026385,0.986192558,-6.29396078,ns
ENSSSCT00000000270,0.34929468,4.016311004,0.772982064,0.451822483,0.743124171,-6.293991189,ns
ENSSSCT00000024998,-0.088952872,4.960663779,-0.170806027,0.866712437,0.955570462,-6.293993422,ns
ENSSSCT00000071018,0.462050057,6.036184123,0.886648256,0.389588577,0.690116146,-6.294179807,ns
ENSSSCT00000063877,-0.02314576,4.807586871,-0.042781757,0.966453023,0.987090073,-6.294205193,ns
ENSSSCT00000002059,0.343748866,6.528008568,1.168772414,0.261158488,0.568580267,-6.294205248,ns
ENSSSCT00000006033,0.02581745,4.899910128,0.05449961,0.95727323,0.984642737,-6.29431325,ns
ENSSSCT00000003120,-0.273994774,5.908943919,-0.78557914,0.444631672,0.738209716,-6.294380796,ns
ENSSSCT00000045632,0.278979731,7.118262438,1.415800468,0.177737458,0.471405521,-6.294384757,ns
ENSSSCT00000009446,0.052899745,4.985591766,0.122247973,0.904363435,0.968127109,-6.294477694,ns
ENSSSCT00000039817,-0.00570861,4.808069003,-0.013618048,0.989318388,0.995430093,-6.294590892,ns
ENSSSCT00000007081,-0.057522629,4.823685439,-0.108235607,0.915276953,0.97214263,-6.294694174,ns
ENSSSCT00000014684,0.25866867,4.214702796,0.592426491,0.562596125,0.815547898,-6.294733767,ns
ENSSSCT00000003591,-0.304370815,3.979255291,-0.730346916,0.476693591,0.759285418,-6.29480717,ns
ENSSSCT00000027220,-0.228506736,4.176307331,-0.615630313,0.547582227,0.806252726,-6.294819161,ns
ENSSSCT00000064534,0.259911418,5.883579802,0.784374988,0.445315909,0.738548653,-6.294860974,ns
ENSSSCT00000100582,0.292373605,4.274964286,0.53562499,0.600253782,0.834441454,-6.294864428,ns
ENSSSCT00000073652,-0.036841224,4.78518447,-0.075225749,0.941052492,0.980538059,-6.29492582,ns
ENSSSCT00000049261,-0.36964773,4.068768327,-0.66340667,0.517371838,0.78813314,-6.294965922,ns
ENSSSCT00000001561,-0.13308891,5.14864618,-0.273820128,0.788044915,0.925588179,-6.295066369,ns
ENSSSCT00000046917,0.06377179,5.026326321,0.151157487,0.881912773,0.960360947,-6.295078014,ns
ENSSSCT00000059273,0.030329233,4.798084028,0.05402186,0.957647388,0.98480606,-6.295078844,ns
ENSSSCT00000051914,0.312606047,4.155345848,0.649030472,0.526361183,0.793060883,-6.295221544,ns
ENSSSCT00000100999,-0.243564425,4.539173401,-0.379052671,0.710084905,0.890627232,-6.295299936,ns
ENSSSCT00000058276,-0.014549769,4.855899887,-0.034592602,0.972871425,0.989270926,-6.295317105,ns
ENSSSCT00000105761,-0.044874503,4.920282908,-0.098031621,0.923235571,0.975772585,-6.295350096,ns
ENSSSCT00000000705,-0.166728995,4.985901915,-0.198526355,0.845361389,0.94769175,-6.295435079,ns
ENSSSCT00000047209,0.251860168,6.490512454,1.150517076,0.268360946,0.575351679,-6.295621179,ns
ENSSSCT00000073271,0.060534891,4.623467486,0.146826085,0.885270297,0.960807376,-6.29563415,ns
ENSSSCT00000043097,0.028913941,4.901399757,0.049922559,0.960858232,0.985743811,-6.295722879,ns
ENSSSCT00000041411,-0.097761406,5.036151358,-0.199802117,0.844381635,0.947338338,-6.295859896,ns
ENSSSCT00000082839,0.008380238,4.81343003,0.014603829,0.988545226,0.995260167,-6.295877169,ns
ENSSSCT00000081829,-0.102232843,5.083945956,-0.228510732,0.822407517,0.939794926,-6.295981836,ns
ENSSSCT00000065412,0.294229676,5.600260233,0.585488053,0.567127946,0.817693228,-6.296125511,ns
ENSSSCT00000046088,0.254132584,7.177466831,1.437017314,0.171721903,0.463763489,-6.296141125,ns
ENSSSCT00000076582,-0.109601836,4.68427221,-0.18325301,0.857111015,0.952111707,-6.296279458,ns
ENSSSCT00000000051,-0.156803662,5.364086512,-0.424838423,0.677126755,0.876089844,-6.296305456,ns
ENSSSCT00000082127,-0.255622246,4.307197881,-0.508086509,0.618955184,0.845084673,-6.296490707,ns
ENSSSCT00000033236,0.014128677,4.792222401,0.033785074,0.973504453,0.98935684,-6.296542903,ns
ENSSSCT00000032273,0.266475864,5.68778551,0.646132646,0.528183806,0.794013765,-6.296565273,ns
ENSSSCT00000001032,-0.217056548,4.236330947,-0.564401679,0.581018067,0.825374129,-6.296606445,ns
ENSSSCT00000079853,-0.030393138,4.840050716,-0.069895793,0.945221552,0.981311717,-6.296611825,ns
ENSSSCT00000030310,-0.19588792,4.311012396,-0.503200341,0.622302586,0.846654869,-6.296630608,ns
ENSSSCT00000011413,-0.087409388,4.956461989,-0.128116518,0.899798517,0.966474235,-6.296661367,ns
ENSSSCT00000018048,-0.147575269,5.079863084,-0.219487542,0.829298414,0.942807944,-6.296665185,ns
ENSSSCT00000086016,0.02454783,4.921028181,0.040862312,0.967957226,0.987862242,-6.296666481,ns
ENSSSCT00000067298,-0.044725803,4.887797745,-0.076487134,0.9400661,0.980408828,-6.296807091,ns
ENSSSCT00000092973,-0.37907856,3.964524797,-0.741725437,0.469975886,0.7549054,-6.29691278,ns
ENSSSCT00000093403,0.263250307,3.814767931,0.925146867,0.36987543,0.671939688,-6.296949291,ns
ENSSSCT00000008894,0.306050502,4.021378797,0.764429821,0.456745559,0.745828139,-6.297263663,ns
ENSSSCT00000087970,0.293166413,4.02773711,0.759255061,0.459740513,0.748042062,-6.297355369,ns
ENSSSCT00000064151,-0.017165655,4.91951544,-0.034738194,0.972757296,0.989267169,-6.297383368,ns
ENSSSCT00000059255,0.300920903,6.547388168,1.176206723,0.258268005,0.564963817,-6.297392832,ns
ENSSSCT00000043477,0.296875394,6.907349151,1.331174124,0.203472897,0.502537083,-6.297501171,ns
ENSSSCT00000065006,0.091928206,4.545708264,0.224629299,0.8253699,0.941088725,-6.297614173,ns
ENSSSCT00000074236,-0.317643764,5.494199608,-0.52128858,0.609954485,0.839410143,-6.297622886,ns
ENSSSCT00000051395,0.298637343,3.942639459,0.83259609,0.418436308,0.716073886,-6.297631914,ns
ENSSSCT00000061669,-0.179365795,4.413519512,-0.406265032,0.690419043,0.881853818,-6.297648275,ns
ENSSSCT00000057305,0.106289502,4.545176019,0.227834429,0.822923484,0.940034248,-6.297716174,ns
ENSSSCT00000085727,-0.090810169,5.093395649,-0.22094608,0.828183546,0.942295429,-6.297729154,ns
ENSSSCT00000048067,-0.137531991,5.154147241,-0.27130576,0.789940641,0.925999867,-6.297743568,ns
ENSSSCT00000003713,-0.064318579,4.999881804,-0.139775073,0.890740792,0.962495399,-6.297820808,ns
ENSSSCT00000055716,-0.268834061,4.058796468,-0.677179699,0.508842623,0.78252935,-6.297877647,ns
ENSSSCT00000008975,0.162000996,5.205098991,0.287561985,0.777708943,0.921216173,-6.297914364,ns
ENSSSCT00000051364,-0.177468764,4.418024815,-0.41473995,0.684340429,0.87918034,-6.297979244,ns
ENSSSCT00000093967,0.266144648,4.192331635,0.608848628,0.551947559,0.808711575,-6.297993179,ns
ENSSSCT00000063110,-0.378179124,3.964085532,-0.740645568,0.470610933,0.7549054,-6.298037971,ns
ENSSSCT00000065082,-0.024369956,4.912979523,-0.052855276,0.958561058,0.985119023,-6.298060444,ns
ENSSSCT00000018061,-0.231864347,4.648894358,-0.328087412,0.747486716,0.907684843,-6.298116882,ns
ENSSSCT00000068663,0.428823711,6.117148097,0.931395166,0.366741624,0.668961815,-6.298146147,ns
ENSSSCT00000010025,0.015670658,4.792156038,0.039574593,0.968966437,0.988191214,-6.298150558,ns
ENSSSCT00000001586,-0.012467072,4.832794474,-0.027473998,0.978452357,0.991513147,-6.29819162,ns
ENSSSCT00000030963,0.223586652,3.703189547,0.972692158,0.34649043,0.65036267,-6.298242879,ns
ENSSSCT00000015704,-0.008133629,4.79751371,-0.013888481,0.989106283,0.995368746,-6.298300185,ns
ENSSSCT00000066976,0.278501928,6.410869626,1.107535407,0.285912126,0.592527663,-6.298376032,ns
ENSSSCT00000046647,-0.371038686,6.602836598,-1.173598648,0.259279231,0.566387995,-6.298393797,ns
ENSSSCT00000087752,0.190067863,7.424562204,1.528688222,0.147638486,0.431288295,-6.298438076,ns
ENSSSCT00000038692,-0.026051722,4.935100017,-0.061959486,0.951432322,0.983079728,-6.298538942,ns
ENSSSCT00000007613,-0.324759059,4.62863042,-0.422838757,0.678552615,0.876959896,-6.29857932,ns
ENSSSCT00000000386,0.013650802,4.729796617,0.027619907,0.978337953,0.991513147,-6.298598652,ns
ENSSSCT00000026664,-0.093419449,5.066556333,-0.198703088,0.845225647,0.947657793,-6.298677077,ns
ENSSSCT00000046199,0.240466729,4.288040579,0.515168497,0.614118958,0.841721838,-6.298743533,ns
ENSSSCT00000028573,-0.033936676,4.826249083,-0.057044761,0.955280135,0.984055527,-6.298937129,ns
ENSSSCT00000006651,0.228034028,7.70574811,1.635493194,0.123238535,0.399940413,-6.298988768,ns
ENSSSCT00000016588,0.230315967,5.380029688,0.420792605,0.680012939,0.877291534,-6.299027392,ns
ENSSSCT00000103396,0.296031768,4.231664406,0.56994356,0.57735048,0.822765765,-6.299136665,ns
ENSSSCT00000039050,-0.126623951,5.172730804,-0.285086646,0.779567632,0.921982657,-6.299267821,ns
ENSSSCT00000000862,0.232738279,3.756796269,0.944563069,0.360197374,0.662938781,-6.29930352,ns
ENSSSCT00000095391,0.471987207,6.104767312,0.924769653,0.370065207,0.671945703,-6.299405563,ns
ENSSSCT00000004730,-0.238783931,4.096327134,-0.654334265,0.523034516,0.791424354,-6.299419094,ns
ENSSSCT00000058648,-0.049632217,4.721091514,-0.075889541,0.9405334,0.980408828,-6.299461041,ns
ENSSSCT00000052807,-0.299255512,3.927382851,-0.774276728,0.451080111,0.742789639,-6.299535741,ns
ENSSSCT00000050053,0.253233271,5.545899309,0.540773887,0.596788691,0.833754382,-6.299543417,ns
ENSSSCT00000030322,0.023257183,4.680048628,0.045492025,0.964329307,0.986369141,-6.299549567,ns
ENSSSCT00000043165,-0.070185599,4.79835638,-0.107257664,0.916039308,0.97261125,-6.299594342,ns
ENSSSCT00000028258,0.079021704,5.047003659,0.143633605,0.887746437,0.96171636,-6.299722976,ns
ENSSSCT00000048232,0.031497247,4.662319202,0.059930647,0.953020584,0.983486941,-6.299849071,ns
ENSSSCT00000044621,-0.239393216,3.983028257,-0.729618467,0.477125628,0.759770932,-6.299872468,ns
ENSSSCT00000038208,-0.210866838,5.529576921,-0.536852512,0.599426775,0.834441454,-6.299873538,ns
ENSSSCT00000015041,-0.137735527,4.521852251,-0.307912946,0.762481998,0.914610838,-6.29987793,ns
ENSSSCT00000064164,-0.160526147,5.185939762,-0.301423398,0.767326913,0.916262078,-6.299892588,ns
ENSSSCT00000016247,-0.168047573,4.611276441,-0.271206352,0.790015619,0.925999867,-6.299950683,ns
ENSSSCT00000013206,0.27395743,4.264068034,0.537197611,0.599194377,0.834441454,-6.300008023,ns
ENSSSCT00000088441,-0.391117322,4.025403913,-0.706715093,0.490829695,0.769959269,-6.300066905,ns
ENSSSCT00000012115,0.067442193,5.050423783,0.146306484,0.885673224,0.960981195,-6.30011169,ns
ENSSSCT00000005997,0.019345275,4.975805744,0.028942798,0.977300724,0.990850533,-6.300188428,ns
ENSSSCT00000004529,0.254067389,4.285525989,0.515420677,0.613947086,0.841721838,-6.300223094,ns
ENSSSCT00000071890,0.252094552,4.122785846,0.669671457,0.513482131,0.786350332,-6.300365812,ns
ENSSSCT00000087847,-0.22031844,4.05563681,-0.692932452,0.499187999,0.775802585,-6.300408866,ns
ENSSSCT00000074897,0.249244007,7.264749087,1.466835282,0.163553161,0.453202275,-6.300482636,ns
ENSSSCT00000100349,-0.257017022,4.448197165,-0.389443011,0.702549844,0.886977998,-6.300489391,ns
ENSSSCT00000075648,-0.137610513,4.949917284,-0.16751333,0.869256082,0.956402124,-6.300490847,ns
ENSSSCT00000072317,-0.245633641,4.362546374,-0.44978477,0.659447683,0.867527448,-6.300550062,ns
ENSSSCT00000031223,-0.383089723,6.268810277,-0.977190288,0.344332994,0.648569764,-6.30058553,ns
ENSSSCT00000041888,0.302654874,6.873620239,1.315334917,0.208608517,0.507941043,-6.30061459,ns
ENSSSCT00000039905,0.280479418,6.848074295,1.304873123,0.212057147,0.512438069,-6.3007205,ns
ENSSSCT00000067862,0.230868131,4.265069,0.535212074,0.6005321,0.834441454,-6.300729409,ns
ENSSSCT00000053627,-0.084747594,4.994161632,-0.152953792,0.880521036,0.959808644,-6.300773361,ns
ENSSSCT00000080656,-0.299939958,6.04868008,-0.860580699,0.403330711,0.701945428,-6.300825331,ns
ENSSSCT00000007463,0.350416848,6.69272257,1.239364036,0.234694477,0.539836468,-6.300903585,ns
ENSSSCT00000004617,-0.012938638,4.94621566,-0.032906637,0.974193088,0.989537124,-6.301063082,ns
ENSSSCT00000087673,0.245022248,3.754281229,0.946904077,0.359042456,0.66199492,-6.301099961,ns
ENSSSCT00000010751,0.038882752,5.011387987,0.087659217,0.931334258,0.978235271,-6.301197168,ns
ENSSSCT00000096390,-0.021736215,4.966859657,-0.051830754,0.959363516,0.985394536,-6.301281672,ns
ENSSSCT00000085779,-0.175844166,4.410128642,-0.420190092,0.680443201,0.877291534,-6.301314802,ns
ENSSSCT00000045511,-0.115973258,5.05457802,-0.185851864,0.855109188,0.95196817,-6.301320772,ns
ENSSSCT00000062333,-0.027779886,4.95407031,-0.056580288,0.955643838,0.98409381,-6.301338559,ns
ENSSSCT00000003003,-0.025844412,4.916659189,-0.032718837,0.974340313,0.989537124,-6.301395861,ns
ENSSSCT00000036760,0.323556064,6.518988134,1.158702217,0.26511313,0.571815544,-6.301405516,ns
ENSSSCT00000055036,0.276931025,6.585574017,1.190876496,0.252636336,0.55864614,-6.301421332,ns
ENSSSCT00000068780,-0.11731508,4.537474911,-0.273519474,0.788271522,0.925588179,-6.301501439,ns
ENSSSCT00000062142,-0.389352323,4.158209342,-0.610106723,0.551136304,0.808297154,-6.301599818,ns
ENSSSCT00000086145,-0.021934094,4.943256683,-0.046746147,0.963346694,0.986369141,-6.301705983,ns
ENSSSCT00000011452,0.077080841,4.60201084,0.156581605,0.877711536,0.959548442,-6.301801555,ns
ENSSSCT00000045802,0.237417871,5.56286267,0.549163644,0.591164219,0.830755209,-6.301932703,ns
ENSSSCT00000089923,-0.015604653,4.931795323,-0.027610575,0.97834527,0.991513147,-6.301949694,ns
ENSSSCT00000006137,0.044769988,4.659251363,0.079053483,0.938059553,0.980014867,-6.302011748,ns
ENSSSCT00000042207,-0.296010736,3.926810648,-0.771630497,0.452598297,0.743601693,-6.302027302,ns
ENSSSCT00000025072,-0.282654534,5.74387783,-0.675685873,0.509763753,0.783090529,-6.302135311,ns
ENSSSCT00000007107,0.222605446,7.000574067,1.364029981,0.193144372,0.491390878,-6.302174988,ns
ENSSSCT00000016476,-0.324630757,5.913954621,-0.779065262,0.44834096,0.740340221,-6.302186286,ns
ENSSSCT00000089287,0.108770801,4.547454449,0.226393731,0.824022909,0.940510571,-6.302205403,ns
ENSSSCT00000081166,-0.37449189,4.260044795,-0.533436974,0.601729306,0.834474978,-6.302295322,ns
ENSSSCT00000057876,-0.113930768,4.527967461,-0.295118767,0.772043421,0.918425139,-6.302303139,ns
ENSSSCT00000017637,-0.221153525,4.231166475,-0.558417155,0.58499208,0.827795443,-6.302405871,ns
ENSSSCT00000018974,0.260023833,6.804971473,1.285786898,0.218465791,0.520062874,-6.30250694,ns
ENSSSCT00000057315,0.097721689,5.128040817,0.205553559,0.839967995,0.945985719,-6.302745745,ns
ENSSSCT00000040027,-0.137216777,4.555095468,-0.245498846,0.80947535,0.934319551,-6.302746091,ns
ENSSSCT00000102336,-0.176525365,5.122295633,-0.235816566,0.816839186,0.937928018,-6.303000778,ns
ENSSSCT00000096296,-0.235102467,4.156904865,-0.617394985,0.546449417,0.805710457,-6.30311636,ns
ENSSSCT00000014013,-0.268337001,4.921507777,-0.287854792,0.777489172,0.921080209,-6.303378657,ns
ENSSSCT00000023242,-0.238028676,5.308597521,-0.391275498,0.701224245,0.886739166,-6.303382741,ns
ENSSSCT00000070169,-0.216799816,4.148451276,-0.630704781,0.537946873,0.799781333,-6.303416959,ns
ENSSSCT00000075633,-0.27759657,3.958181684,-0.739043173,0.47155423,0.75573536,-6.303530687,ns
ENSSSCT00000007542,-0.346253471,4.073433705,-0.642040927,0.530763381,0.795600589,-6.303695498,ns
ENSSSCT00000050314,-0.195199776,4.322774828,-0.47348405,0.642844706,0.858914849,-6.303817661,ns
ENSSSCT00000107729,-0.178859312,4.498302432,-0.349894451,0.731396099,0.899752007,-6.303981618,ns
ENSSSCT00000024809,0.124494522,5.137952998,0.200144293,0.844118897,0.947338338,-6.304078765,ns
ENSSSCT00000030786,-0.049981466,4.635144956,-0.126585838,0.900988829,0.966999093,-6.304497321,ns
ENSSSCT00000018836,0.147837243,5.21312164,0.274823651,0.787288688,0.92517829,-6.304555479,ns
ENSSSCT00000054953,-0.009233449,4.665890289,-0.021546238,0.983100579,0.993638157,-6.304587651,ns
ENSSSCT00000063003,0.198637239,5.533779855,0.523402637,0.60851918,0.838117284,-6.304596798,ns
ENSSSCT00000029496,0.224610838,5.604078334,0.57404144,0.574646294,0.82165156,-6.304695987,ns
ENSSSCT00000104858,-0.052058612,4.808985913,-0.068160483,0.946579266,0.981589056,-6.304704503,ns
ENSSSCT00000010014,0.500929538,6.420951315,1.09446834,0.291414518,0.599286329,-6.30480421,ns
ENSSSCT00000066089,0.260626216,7.222487768,1.447616655,0.168780296,0.460283091,-6.304819746,ns
ENSSSCT00000081395,-0.251595206,4.297080522,-0.495786677,0.627398023,0.849619273,-6.30492639,ns
ENSSSCT00000009073,-0.268721582,3.943743529,-0.751244,0.464400904,0.75105142,-6.30499562,ns
ENSSSCT00000015228,-0.198686625,4.094029717,-0.665415941,0.51612248,0.787542491,-6.305051805,ns
ENSSSCT00000019535,-0.148212775,4.445896311,-0.348040114,0.732759405,0.900419581,-6.305112966,ns
ENSSSCT00000106893,-0.059534891,4.631373437,-0.147984722,0.884371943,0.960410399,-6.305127226,ns
ENSSSCT00000010294,-0.267758158,6.386335704,-1.052200334,0.309750589,0.616815778,-6.305631069,ns
ENSSSCT00000076255,-0.189597793,4.212721719,-0.570201842,0.577179844,0.822765765,-6.305632749,ns
ENSSSCT00000079430,-0.280715652,5.499496802,-0.50575625,0.620550508,0.846295418,-6.30564584,ns
ENSSSCT00000004890,0.189133532,4.297366624,0.491149449,0.630595242,0.851024086,-6.305883904,ns
ENSSSCT00000002315,0.270382485,4.423246931,0.34854867,0.732385422,0.90024164,-6.305989066,ns
ENSSSCT00000004158,-0.168573596,4.446031386,-0.356877574,0.72627056,0.897549671,-6.306044253,ns
ENSSSCT00000050745,-0.214601181,5.4514614,-0.473610516,0.642756624,0.858914849,-6.306050375,ns
ENSSSCT00000043296,-0.085605422,5.07194559,-0.160955238,0.874326712,0.958079875,-6.306100563,ns
ENSSSCT00000026367,0.078029018,5.085489646,0.141397768,0.889481312,0.962085407,-6.306279596,ns
ENSSSCT00000102918,0.178975782,8.014460375,1.749893333,0.101040563,0.368157127,-6.306288506,ns
ENSSSCT00000069068,-0.201416553,4.291642252,-0.498261101,0.62569514,0.848275001,-6.306407129,ns
ENSSSCT00000076824,-0.21269614,4.379869211,-0.422499312,0.678794782,0.877067114,-6.306486145,ns
ENSSSCT00000030045,-0.343297075,4.04804518,-0.654125728,0.52316509,0.791424354,-6.306584505,ns
ENSSSCT00000102623,-0.24125571,4.457981388,-0.362209211,0.722366277,0.895570641,-6.306589324,ns
ENSSSCT00000019529,-0.349708842,4.101739718,-0.62312575,0.542779492,0.803357401,-6.306661671,ns
ENSSSCT00000067866,-0.380448904,4.135074769,-0.61970431,0.544968915,0.804680697,-6.306693052,ns
ENSSSCT00000089026,-0.257448675,6.15601287,-0.929883815,0.367497954,0.669591513,-6.306720588,ns
ENSSSCT00000050202,-0.033804136,5.015287788,-0.075841679,0.940570827,0.980408828,-6.306853245,ns
ENSSSCT00000009349,0.283322789,4.174406217,0.612975844,0.549288644,0.807173174,-6.306899438,ns
ENSSSCT00000029959,0.257174446,6.569123155,1.178392249,0.257422942,0.564364834,-6.306961958,ns
ENSSSCT00000041138,0.217327375,6.860858219,1.304519058,0.212174653,0.512514639,-6.307031991,ns
ENSSSCT00000022342,0.145207646,4.477349085,0.273332701,0.788412306,0.925589536,-6.307120544,ns
ENSSSCT00000056339,-0.104373465,5.124579434,-0.212778568,0.834431432,0.944189677,-6.307128842,ns
ENSSSCT00000007611,-0.193303482,4.332702438,-0.463005111,0.650162319,0.863265902,-6.307176861,ns
ENSSSCT00000024184,0.432417524,6.539400824,1.161932748,0.263839538,0.571163503,-6.307271839,ns
ENSSSCT00000037457,-0.109981828,5.218902434,-0.28656616,0.778456522,0.921482609,-6.307296112,ns
ENSSSCT00000091097,-0.277280058,6.224234229,-0.958710282,0.35325718,0.656666906,-6.307328605,ns
ENSSSCT00000031018,-0.271686764,3.938592824,-0.753078516,0.463331125,0.750478297,-6.307431662,ns
ENSSSCT00000030957,-0.242449059,6.569519661,-1.152402878,0.267610005,0.574260493,-6.30752635,ns
ENSSSCT00000060530,0.260031577,4.061390365,0.71592101,0.485293457,0.766104288,-6.307621026,ns
ENSSSCT00000103295,-0.158421406,5.059390388,-0.175768505,0.862881756,0.953988864,-6.307720013,ns
